name,feature_types,detail_text,see_also,source_page
"PONCE DE BIANCO, MARÍA",espacio verde,"Ley Nº 1.128-2003, BO Nº 1.818. María Eugenia Ponce de Bianco (1924-1977), es la madre de Alicia Hilda, secuestrada en su casa el 30 de abril de 1976. Por tal motivo se contacta con otras madres que se encontraban en la misma situación y con quien forma el grupo fundacional de las Madres de Plaza de Mayo. Es secuestrada el 8 de diciembre de 1977 en la Iglesia de la Santa Cruz. Sus restos fueron finalmente identificados por el Equipo Argentino de Antropología Forense (EAAF), encontrados en el cementerio de General Lavalle, cuando se exhumaron siete cuerpos enterrados como NN después de haber sido encontrados en las costas de San Bernardo y Santa Teresita entre diciembre de 1977 y enero de 1978. A través de análisis de ADN pudo confirmarse que tres de esos cadáveres eran los de Esther Ballestrino de Careaga, María Ponce de Bianco y Azucena Villaflor de De Vincenti.",,338
"PRACÁNICO, FRANCISCO",cantero central,"Ordenanza N° 45.5911991, BM N° 19.205. Francisco Pracánico (1898-1971), pianista; compositor de Enfundá la mandolina, Corrientes y Esmeralda y Si se salva el pibe.",,340
"PREBISCH, ARQUITECTO ALBERTO",plaza,"Ley Nº 843-2002, BO Nº 1.509. Alberto Horacio Prebisch (1898-1970), arquitecto; encabeza el movimiento de renovación de la arquitectura y el urbanismo en nuestro país; entre sus obras se destacan el Obelisco y los cines Gran Rex y Atlas de Buenos Aires; académico y presidente de la Academia Nacional de Bellas Artes; ocupa el cargo de intendente municipal de la ciudad de Buenos Aires entre 1962 y 1963; decano de la Facultad de Arquitectura y Urbanismo de la Universidad de Buenos Aires en el período de 1968 a 1970.",,340
PRISIONEROS DE LA TIERRA,cantero central,"Ley Nº 647-2001, BO Nº 1.303. Prisioneros de la Tierra: película dirigida por Mario Soffici en 1939, protagonizada por Ángel Magaña y Francisco Petrone.",,341
PUERTO ARGENTINO,paseo/espigón,"Ordenanza Nº 51.887-1997, BO N° 302. Puerto Argentino: nombre que recibe el 21 de abril de 1982, la ciudad de Puerto Stanley, la más importante de las Islas Malvinas, y con el que aún se la conoce en la Argentina.",,343
"RABIN, ITZHAK",plazoleta,"Ley N° 1.965-2006, BO Nº 2.455. Ytzhak Rabin (1922-1995), militar israelí; combate en la primera guerra árabeisraelí; primer ministro de Israel en dos oportunidades; entabla las negociaciones que conducen a los acuerdos de Oslo firmados en Washington el 13 de septiembre de 1993, al cabo de las cuales, Arafat regresa a Gaza como titular de un gobierno autónomo con autoridad inicialmente sobre la Franja de Gaza y Jericó. Firma también el Tratado de Paz alcanzado con el rey Hussein de Jordania, el 26 de octubre de 1994. Sus esfuerzos fueron reconocidos con la concesión, junto a Yasser Arafat y a Shimon Peres, del Premio Nóbel de la Paz de 1994. En 1995 al retirarse de una asamblea por la paz, bajo el lema Sí a la paz no a la Violencia, es asesinado.",,351
"RABINOVICH DE LEVENSON, ELSA",vereda peatonal y jardín,"Ley Nº 1.128-2003, BO Nº 1.818. Elsa Rabinovich de Levenson (1911-1977), madre de Bernardo Levenson asesinado el l9 de mayo de 1976; es detenida el 17 de febrero de 1977. Fue vista por última vez en la Escuela de Mecánica de la Armada. Permanece desaparecida.",,351
RADIOAFICIONADOS VOLUNTARIOS VETERANOS DE GUERRA,espacio verde,"Ley Nº 1.418-2004, BO Nº 2.032. Radioaficionados Voluntarios Veteranos de Guerra: homenaje a los radioaficionados integrantes de la red de observadores del aire por su desempeño en el conflicto del Atlántico Sur de 1982.",,351
"RAGGIO DE BATTINI, MARÍA",cantero central,"Ley Nº 1.762-2005, BO Nº 2.278. María Raggio de Battini (1863-1937), maestra y directora de la primera Escuela de Niñas categoría infantil Nº 9, conocida como Escuela de la Recova habilitada el 15 de septiembre de 1897 en el ala sur de la recova del edificio de la administración del Mercado de Hacienda del barrio de Mataderos.",,352
"RAMÍREZ DE VELAZCO, JUAN",calle,"Velazco por Ordenanza del 27-11-1893 y por Decreto-Ordenanza N° 2.486-1949, BM N° 8.537, su nombre actual. Juan Ramírez de Velasco (?-1597), conquistador español; gobernador del Tucumán de 1584 a 1593; fundador de la ciudad de La Rioja en 1591. RAMÓN y CAJAL (calle). Ordenanza N° 1.697 del 30-6-1926, BM N° 838. Santiago Ramón y Cajal (1852-1934), médico histólogo y escritor español; autor de Manual de Histología y técnica micrográfica; Premio Nobel de Medicina (compartido con C. Golgi) en 1906 por su investigación acerca de la estructura del sistema nervioso; autor de Recuerdos de mi vida, Charlas de café y El mundo visto a los ochenta años. Cabe señalar en este caso que este homenaje fue realizado en vida del prestigioso médico.",,353
"RAVIOLI, PROFESORA MARINA MARGARITA",cantero central,"Ley Nº 2.767-2008 BO Nº 2.985. Marina Margarita Ravioli (1901-1977), educadora; maestra normal nacional y profesora Superior en Letras; directora desde 1937 del Instituto de Forma- ción Docente para Maestras Jardineras de la Argentina (actual ISPEI Sara Chamberlain de Eccleston).",,354
"RAZZANO, JOSÉ",plazoleta,"Ordenanza N° 45.591-1991, BM N° 19.205. José Razzano (1887-1960), cantor y compositor uruguayo; conocido como El Oriental; formó un renombrado dúo con Carlos Gardel; autor de Café de los Angelitos y Camino del Tucumán.",,355
"REGA MOLINA, HORACIO",plazoleta,"Ordenanza N° 31.485-1975, BM N° 15.094. Horacio Rega Molina (1899-1957), poeta y periodista; autor de La hora encantada, El poema de la lhvia, La víspera del buen amor, Azul de mapa, La posada del león y Sonetos de mi sangre.",,356
"RICCHERI,TENIENTE GENERAL PABLO",calle,"Ordenanza Nº 12.027-1940, BM N° 6.075-6.",,358
"RICCHERI, TENIENTE GENERAL PABLO",plaza,"Decreto Nº 2.179-1944, BM N° 7.170. Pablo Riccheri (1859-1936), militar; ministro de Guerra de Roca de 1900 a 1904, es suyo el proyecto de servicio militar obligatorio sancionado como ley en 1901; creador de la Escuela de Mecánica; adquiere Campo de Mayo y Campo Los Andes.",,358
"RIVERA, DIEGO",cantero central,"Ley Nº 644-2001, BO Nº 1.303. Diego Rivera (1886-1957) artista plástico mexicano; es uno de los protagonistas del movimiento de muralistas de su país, cuya influencia se propaga en toda América; su temática es de contenido social e indigenista; trabaja en diversos edificios públicos, como el Palacio Nacional donde queda inconcluso un imponente mural épico sobre la historia de México, o la obra La tierra fecunda en la Escuela Nacional de Agricultura de Chapingo.",,361
"RIZZUTO, FRANCISCO ANTONIO",plazoleta,"Ordenanza N° 36.680-1981, BM N° 16.529. Francisco Antonio Rizzuto (1883-1965), empresario de origen italiano; fundador del Instituto de Informes Comerciales VERITAS y de la revista del mismo nombre en 1919 y 1931, respectivamente, del Instituto Americano de Investigaciones Económicas, Jurídicas y Sociales en 1946 y de la Liga Pro Comportamiento Humano en 1964; autor de Autorretrato al pastel y Espigas de oro.",,362
"RODRÍGUEZ, CABO DE PATRICIOS ORENCIO PÍO",plazoleta,"Ordenanza N° 27.050-1972, BM N° 14.393. Orencio Pío Rodríguez (¿-?), cabo del tercio de Patricios; actúa valientemente y es herido durante la Reconquista de Buenos Aires en 1806. Es éste un nombre tradicional de la ciudad pues entre 1808 y 1822 se denominó Pío Rodríguez la actual avenida Santa Fe.",,365
"ROGER, AVIADOR ENRIQUE ADRIÁN",calle,"Ordenanza Nº 43.989-1989, BM N° 18.694. Enrique Adrián Roger (1888-1960), deportista, aviador, precursor de la aviación argentina; se inició en el motociclismo y el automovilismo; fundó y dirigió la primera revista especializada llamada La Argentina Automovilística entre 1908 y 1912.",,365
"ROHDE, CORONEL",calle,"Decreto N° 981-1945, BM N° 7.390. Jorge Rohde (1854-1903), militar de origen alemán; participa en 1879 en la campaña al Río Negro; explora en 1881 Bariloche, el Río Limay y el Nahuel Huapi; participa en 1883 en la campaña de los Andes; confecciona en 1885 el nuevo mapa del Gran Chaco y en 1889 los mapas de La Pampa, Río Negro y Neuquén; publica el Gran Mapa de la República Argentina.",,365
ROSALES,avenida,"Ordenanza del 23-7-1915. Leonardo Rosales (1792-1836), coronel de marina; combate durante la guerra contra el Brasil como comandante del bergantín Belgrano y de la goleta 8 de Febrero.",,367
"ROSALES, CAPITÁN CLAUDIO H.",calle,"Decreto del 9-1-1931, BM N° 2.424. Claudio H. Rosales (1897-1930), militar; muere durante la revolución del 6 de septiembre de 1930 en un accidente aéreo en Campo de Mayo.",,368
"ROSARIO, NUESTRA SEÑORA DEL",espacio público,"Ley Nº 1.760-2005, BO Nº 2.278. Nuestra Señora del Rosario: Advocación de la Virgen del Rosario cuya festividad instituyó el papa Pío V, en agradecimiento por la victoria de Lepanto ocurrida el 7 de octubre de 1571.",,368
"ROSAS, BRIGADIER GENERAL JUAN MANUEL DE",autopista,"Ley Nº 1.198-2003, BO Nº 1.852. Juan Manuel de Rosas (1793-1887), militar y político; gobernador de Buenos Aires de 1829 a 1832 y de 1835 a 1852.",,368
"ROZENMACHER, GERMÁN",cantero central; encauzadores de tránsito,"Ordenanza Nº 52.135- 1997, BO Nº 365. Germán Rozenmacher (1936-1971), cuentista, dramaturgo y periodista; escribe en el semanario político peronista Compañero y en la revista Así; autor de Cabecita Negra, Los ojos del tigre (cuentos); Réquiem para un sábado a la noche y El caballero de la India (obras teatrales).",,369
"RUANOVA, MARÍA",cantero central,"Ordenanza N° 45.305-1991, BM N° 19.182. María Ruanova (1912-1976), primera bailarina del Teatro Colón; maestra, directora y coreógrafa del SODRE (Teatro Oficial de Montevideo-Uruguay); maestra y directora del Ballet del Teatro Colón desde 1967 hasta 1976; entre sus interpretaciones figuran El lago de los Cisnes y La bella durmiente del bosque.",,369
"RUIZ MORENO, GENERAL JULIO",calle,"Decreto N° 1.339-1945, BM N° 7.409. Julio Ruiz Moreno (1840-1914), militar; combate en la guerra contra el Paraguay; jefe de la Frontera Sur de San Luis; participa en la Revolución de 1890.",,370
"SAINT-EXUPÉRY, ANTOINE DE",patio de recreación,"Ley Nº 639-2001, BO Nº 1.302. Antoine Jean-Baptiste Marie Roger de Saint-Exupéry (1900-1944), escritor y aviador francés; comienza a volar en la Sociedad Aéropostale y continúa haciéndolo en África y Sudamérica hasta el comienzo de la guerra. Durante la Segunda Guerra Mundial, su aeronave de reconocimiento, un Lockheed Lightning P-38 (conocido también como F-5), es derribado en el Mar Mediterráneo en lo que fue su última misión. Autor de El aviador, Tierra de hombre y El principito.",,375
"SALAMANCA, CIUDAD DE",cantero central,"Ordenanza N° 26.818-1972, BM N° 14.334. Salamanca: ciudad de España, capital de la provincia de su nombre.",,375
"SAMPAY, ARTURO ENRIQUE",cantero central,"Ordenanza N° 45.016-1991, BM N° 19.096. Arturo Enrique Sampay (1911-1977), jurisconsulto y constitucionalista; presidente de la Comisión de Estudios del Anteproyecto de Reformas a la Constitución Nacional del bloque Peronista y miembro informante en la Convención en 1949; entre sus obras se destacan La filosofía del iluminismo de la Constitución Argentina 1853, La crisis del estado de derecho liberal-burgués y La ontología del Estado.",,377
SÁNCHEZ,calle,"Ordenanza del 28-10-1904. Antonio Saturnino Sánchez (1795-1827), coronel; comandante de Armas de San Juan; teniente de gobernador de la Villa de Supe (Perú); combate en Pichincha; gobernador de Chayanta (Bolivia). Gregorio Sánchez (1797-1841), coronel; combate en el sitio de Montevideo; participa en la campaña de Ica de 1821 a 1822; actúa en 1826 en el Ejército de Observaciones sobre el Uruguay. Modesto Antonio Sánchez (1791-1857), teniente coronel; combate en el sitio de Montevideo y en Maipú; comisario de la seccional cuarta del Cuartel N° 25 en la calle Loria en 1826. Homenaje conjunto a los hermanos Sánchez, guerreros de la Independencia.",,378
"SÁNCHEZ VIAMONTE, CARLOS",cantero central,"Ordenanza Nº 43.401- 1988, BM N° 18.524. Carlos Sánchez Viamonte (1892-1972), abogado, doctor en ciencias jurídicas y sociales; profesor universitario, al producirse el golpe de estado de 1930 mantiene una oposición inflexible hacia el mismo; diputado nacional de 1940 a 1943; autor de La defensa de un juez, Democracia y socialismo, Hacia un nuevo derecho constitucional e Historia institucional argentina.",,379
SAN FRANCISCO JAVIER,plazoleta,"Ordenanza N° 44.719-1990, BM N° 18.960. San Francisco Javier (1506-1552), jesuita español; consagró su vida al servicio de Dios y de la Iglesia; se lo denominó “Apóstol de las Indias”; fue canonizado en 1622.",,380
"SAN TELMO, DE",plazoleta,"Ley N° 894-2002, BO N° 1.545. San Pedro González Telmo de Frómista (?-1246), sacerdote dominico proclamado Patrono de los navegantes y abogado de las tormentas. En 1806 se creó la parroquia de este nombre designándose a la iglesia de Nuestra Señora de Belén como sede de la misma.",,385
"SANTI, SOLDADO ARCHIVISTA MIGUEL",calle,"Decreto del 9-1-1931, BM N° 2.424. Miguel Santi (?-1930), soldado artillero que muere durante los sucesos revolucionarios del 6 de septiembre de 1930.",,385
SAN VICENTE DE PAUL,plazoleta,"Ordenanza N° 26.386-1972, BM N° 14.225. San Vicente de Paul (1576-1660), sacerdote francés; fundador de la Congregación de Las Hijas de la Caridad junto con Santa Luisa de Marillac, y de la Congregación de Sacerdotes de la Misión.",,386
SAN VLADIMIRO,plazoleta y paseo peatonal,"Ordenanza N° 40.613-1985, BM N° 17.558 y Ordenanza N° 44.528-1990, BM N° 18.942. Vladimiro I el Grande o San Vladimiro (956-1015), primer Zar de Rusia; llamado el Grande reúne bajo su cetro todo el imperio; impuso el cristianismo en toda Rusia.",,386
"SCHULTZ, ANA MARÍA",cantero central,"Ordenanza N° 52.158-1997, BO N° 392. Ana María Schultz (1935-?), deportista; figura de la natación argentina, comienza su carrera en San Lorenzo de Almagro; en la década de 1950 alcanza figuración internacional en 100 y 200 metros espalda; participa en los Juegos Olímpicos de Londres y Helsinski en 1948 y 1952; obtiene dos medallas de oro y una de bronce en los Juegos Panamericanos realizados en 1951 en Buenos Aires.",,389
"SEMIZA, BENIAMINO",pasaje peatonal,"Ordenanza N° 52.134-1998, BO N° 396. Beniamino Semiza (1902-1960) militante socialista; funda junto con José F. Penelón el Partido Concentración Obrera; militante de los sindicatos de obreros municipales y metalúrgicos; concejal de la ciudad de Buenos Aires de 1938 a 1941 y director de la caja de jubilaciones de los obreros municipales de 1938 a 1943.",,390
"SOBRAL, ALFÉREZ JOSÉ MARÍA",plaza,"Ordenanza N° 37.596-1982, BM N° 16.752. José María Sobral (1880-1961), militar y geólogo; participa en la expedición noruega al Polo Sur de 1901 a 1903; director de Mineralogía, Geología e Hidrología de 1922 a 1928; cónsul argentino en Oslo; autor de Dos años entre los hielos, El hielo y el mar y La exploración del continente antártico.",,392
"SOSA, JULIO",plazoleta,"Ordenanza N° 32.391-1975, BM N° 15.178. Julio Sosa (1926-1964), cantor de tango de origen uruguayo; autor de Dos horas antes del alba, interpreta con singular éxito Por qué canto así, Madame Ivonne, Araca corazón, Margot y Que me quiten lo bailao; muere en un accidente automovilístico en el momento de su mayor éxito.",,394
"TANGO, DEL",plazoleta,"Ordenanza N° 38.495-1982, BM N° 16.928. Tango: homenaje a la música nacional ciudadana.",,404
"TEJADA GÓMEZ, ARMANDO",cantero central,"Ley Nº 1.123-2003, BO Nº 1.818. Armando Tejada Gómez (1929-1992), poeta y compositor; autor junto con el músico César Isella de Canción para todos y Fuego en Animaná. Autor de los libros Tonadas de la piel, Antología de Juan y Canto popular de las comidas.",,405
"TERÁN DE WEISS, MARY",cantero central,"Ordenanza N° 52.158-1997, BO N° 392 y Ordenanza Nº 52.134-1997, BO Nº 396. María Luisa Terán de Weiss (1934-1984), tenista; gana los campeonatos internacionales en singles y dobles de Uruguay, Brasil, Dinamarca, Suiza, Bélgica, Yugoslavia, Austria, Francia, España, Filipinas, Grecia, Turquía, Israel, Líbano, Pakistán, India, Egipto, Italia, Portugal y Nicosia.",,406
"TERESA DE CALCUTA, MADRE",espacio verde,"Ley Nº 2.381-2007, BO Nº 2.747. Agnes Gonxha Bajaxhiu (1910-1997), religiosa albanesa; inicia su noviciado en el año 1928 al ingresar a la Orden de las Hermanas de Loreto en la ciudad de Dublín y recibe el nombre de Teresa por el de Santa Teresa de Lisleux. En 1929 llega a la India donde enseña geografía en la escuela de un convento en Calcuta; en 1936 hace votos de pobreza, castidad y obediencia; en 1949 funda la Orden Religiosa de las Misioneras de la Caridad; en 1979 recibe el Premio Nobel de la Paz por su trabajo con los desamparados y moribundos del mundo.",,406
"TORRIJOS, OMAR",cantero,"Ordenanza N° 51.847-1997, BO Nº 287. Omar Torrijos (1921-1981), militar y político panameño; participa en el derrocamiento de Arnulfo Arias en 1968; nombrado Jefe de Gobierno en 1972, sigue una línea reformista en la política interior y formula enérgicas reclamaciones de la Zona del Canal a EE.UU., las que culminan en 1977, con la firma del tratado con ese país, por el que se fija para el año 2000 la restitución a Panamá de la soberanía sobre el mismo.",,410
TRIC Y TRAKE,cantero central,"Ley N° 431-2000, BO N° 1.002. Tric yTrake: protagonista de la historieta creada por Federico Norberto Daloisio, que aparece por primera vez en el diario El Mundo y que en 1954 comienza a publicarse como revista.",,412
UNIÓN EUROPEA,cantero central,"Ley N° 2.030-2006, BO Nº 2.507. Unión Europea: organización supranacional europea dedicada a incrementar la integración económica y política, y reforzar la cooperación entre sus estados miembros. Establecida el 1º de noviembre de 1993, cuando entra en vigor el Tratado de la Unión Europea (TUE), es la sucesora de las Comunidades Europeas, creadas en los años 50 del siglo XX. El proceso hacia la unificación de Europa tiene un momento destacado en 2002 con la entrada en circulación del euro, como moneda de curso legal en los países del grupo.",,417
URIBURU,calle,"Ordenanza del 28-10-1904. Evaristo de Uriburu (1796-1885), coronel; combate en las Piedras, Tucumán, Salta y Chacabuco; gobernador de Salta en 1831, 1838 y 1842.",,418
"URQUIZA, CAPITÁN GENERAL JUSTO JOSÉ DE URQUIZA",plaza,"Ordenanza Nº 5.243-1933, BM Nº 3.492-3.",,418
"VALLEJO, CÉSAR",cantero central,"Ley N° 644-2001, BO N° 1.303. César Vallejo (1892-1938), poeta peruano alineado en el movimiento surrealista junto a André Bretón; autor de Los heraldos negros, Trilce, España y Aparta de mí este cáliz.",,422
"VÁZQUEZ, RAMÓN",cantero central,"Ley N° 838-2002, BO N° 1.510. Ramón Vázquez (1897-1983), futbolista de Huracán, equipo con el que se consagra campeón en 1921, 1922 y 1925; fundador de la Asociación Mutual Veteranos del Club Atlético Huracán.",,424
"VICUÑA MACKENA, BENJAMÍN",plaza,"Decreto N° 5.959-1945, BM N° 7.578. Benjamín Vicuña Mackena (1831-1886), político e historiador chileno; redactor jefe de El Mercurio de Valparaíso; intendente de Santiago de Chile; senador en 1876; autor de El ostracismo del general Bernardo O´Higgins, La revolución de la independencia del Perú e Historia de la campaña de Lima.",,430
"VIDA, DE LA",paseo,"Ley Nº 2.158-2006, BO Nº 2.601. De la Vida: con este nombre se rinde homenaje al reconocido médico René Favaloro (1923-2000) por su aporte a la cardiología y a la cirugía cardiovascular, al crear el puente aortocoronario, más conocido como bypass.",,430
"VIRREYES, DE LOS",plaza,"Ordenanza N° 35.267-1979, BM N° 16.133. Virreyes: recuerda a la suprema representación del monarca español en América durante la época hispánica.",,434
"YUPANQUI, ATAHUALPA",cantero central,"Ley Nº 1.125-2003, BO Nº 1.818. Héctor Roberto Chavero (1908-1992), poeta, compositor, recopilador y guitarrista; autor de Camino del Indio, Luna tucumana, Piedra y camino y el Payador perseguido.",,441
"ZAPIOLA, BRIGADIER GENERAL JOSÉ MATÍAS",plaza,"General Zapiola por Ordenanza del 28-11-1894 y por Ordenanza N° 35.678-1980, BM N° 16.255, su nombre actual. José Matías Zapiola (1780-1874), militar; organizador del Regimiento de Granaderos a Caballo; combate en Chacabuco y Maipú; organiza los elementos navales que actúan en la guerra contra el Brasil; comandante general de Marina en 1825, 1852 y 1858; ministro de Guerra y Marina de Valentín Alsina de 1857 a 1859.2",,443
"ZITARROSA, ALFREDO",paseo,"Ley N° 398-2000, BO Nº 983. Alfredo Zitarrosa (1936-1989), compositor e intérprete uruguayo; alcanza por su particular estilo y capacidad una alta jerarquía en ambas orillas del Río de la Plata; autor de Doña Soledad, Guitarra Negra y El violín de Becho.",,445
"ZULOAGA, BRIGADIER GENERAL ÁNGEL MARÍA",paseo,"Ordenanza N° 44.901-1991, BM N° 19.068. Ángel María Zuloaga (1885-1975), militar y aviador; efectuó en 1915 la primera travesía de la Cordillera de los Andes en globo libre; autor de Contribución al estudio de la organización y táctica de la aeronáutica militar, Arte y ciencia de volar, Curso elemental de aeronáutica y La victoria de las alas.",,446
